ATF3,13,5,4,3,PIC_6h;Unstimulated_Replicate,
PPP2R5A,13,5,3,3,PIC_6h,PAM_4h
PTPRJ,13,5,3,3,PAM_4h,PIC_6h
CD44,13,5,4,2,PIC_4h,PIC_2h
SLC12A6,13,5,4,2,PIC_2h,PIC_1h
SPRED1,12,2,4,4,LPS_4h;LPS_4h_Replicate,LPS_6h
THBS1,11,5,2,2,PAM_1h;PIC_2h,PAM_4h;PIC_1h
FAM82A2,15,5,4,4,,
EHD4,15,5,4,4,,
AA467197,12,3,4,3,PIC_6h,LPS_6h;LPS_4h_Replicate
SEMA6D,13,5,3,3,PIC_2h,PAM_1h
KATNA1,15,5,4,4,,
2010106G01RIK,13,4,4,3,PIC_4h,LPS_4h_Replicate
BCL2L11,12,4,2,4,PAM_6h,LPS_2h;PAM_2h
GM14005,13,4,4,3,LPS_4h_Replicate,PIC_2h
MERTK,13,4,4,3,PIC_2h,LPS_4h_Replicate
SLC20A1,14,5,4,4,Unstimulated_Replicate,
AK042010,15,5,4,4,,
IL1A,13,4,3,4,LPS_2h;PAM_6h,
IL1B,13,4,3,4,LPS_2h;PAM_6h,
GM14047,12,3,3,4,LPS_2h;LPS_4h,PAM_2h
SVCT2,13,4,3,4,LPS_2h;PAM_6h,
RAB32,13,5,3,4,PAM_2h,Unstimulated
FLRT3,13,5,4,3,PIC_6h,Unstimulated_Replicate
RIN2,12,4,4,3,PIC_6h,LPS_6h;Unstimulated_Replicate
FBXO30,13,5,3,3,PIC_6h,PAM_2h
CST7,13,5,3,3,PIC_6h,PAM_4h
BCL2L1,14,4,4,4,LPS_4h_Replicate,
HCK,13,5,3,3,PAM_6h,PIC_4h
PLAGL2,14,5,3,4,PAM_2h,
PROCR,12,3,4,3,LPS_6h;PIC_6h,LPS_4h_Replicate
DLGAP4,14,5,4,4,Unstimulated,
TNFAIP3,13,5,4,2,PIC_6h,PIC_2h
SAMHD1,12,4,4,2,PIC_6h;LPS_4h_Replicate,PIC_4h
TGM2,11,5,2,3,PAM_2h;PIC_2h,PAM_1h;Unstimulated_Replicate
TOP1,13,4,4,3,LPS_2h,PIC_6h
SLPI,13,4,4,3,LPS_4h_Replicate,PIC_6h
SDC4,13,3,4,4,LPS_4h_Replicate,LPS_4h
CD40,13,4,3,4,LPS_4h_Replicate,PAM_6h
ZNFX1,14,5,4,3,PIC_6h,
RNF114,15,5,4,4,,
ZBP1,11,2,4,3,LPS_6h;LPS_4h_Replicate,LPS_4h;PIC_6h
SGK1,12,5,4,2,PIC_2h;Unstimulated_Replicate,PIC_6h
OGFR,12,4,3,3,PAM_6h;LPS_4h_Replicate,PIC_2h
BC006779,12,3,4,3,PIC_6h,LPS_6h;LPS_4h_Replicate
CAR13,11,3,3,3,PIC_4h;LPS_4h_Replicate,LPS_4h;PAM_6h
CAR2,12,5,3,3,PAM_1h;Unstimulated_Replicate,PIC_6h
SKIL,15,5,4,4,,
VNN3,12,3,3,4,LPS_4h_Replicate,LPS_6h;PAM_6h
GNB4,12,3,4,3,PIC_4h;LPS_4h_Replicate,LPS_4h
SLC7A11,13,5,3,3,PAM_6h,PIC_4h
CCRN4L,12,4,3,3,LPS_2h;PAM_2h;PIC_2h,
P2RY14,13,4,4,4,LPS_6h,Unstimulated_Replicate
P2RY13,13,5,4,2,PIC_6h,PIC_1h
TIPARP,13,4,4,4,Unstimulated_Replicate,LPS_6h
CCNL1,12,4,2,4,LPS_1h;PAM_1h,PAM_2h
PTX3,12,4,2,4,PAM_4h;PAM_6h,LPS_2h
TLR2,14,4,4,4,LPS_2h,
ETV3,14,5,4,3,PIC_4h,
ADAR,14,5,4,3,PIC_6h,
NCOA7,12,4,4,2,PIC_4h;LPS_4h_Replicate,PIC_6h
PIP5K1A,13,5,3,3,PAM_2h,PIC_4h
FCGR1,13,4,4,3,PIC_6h;LPS_4h_Replicate,
ZUFSP,13,3,4,4,LPS_2h,LPS_4h
NUDT17,15,5,4,4,,
NOTCH2,13,3,4,4,LPS_1h;LPS_4h_Replicate,
FAM46C,14,5,4,4,Unstimulated_Replicate,
FAM26F,13,4,4,3,PIC_6h,LPS_4h_Replicate
AP4B1,11,2,4,4,Unstimulated;LPS_2h,LPS_1h;LPS_6h
MOV10,12,3,4,3,LPS_6h;LPS_4h_Replicate,PIC_6h
CEPT1,13,4,4,3,LPS_4h;PIC_6h,
CSF1,13,4,3,4,PAM_2h,LPS_4h
TMEM167B,15,5,4,4,,
STXBP3A,13,4,4,3,PIC_6h,LPS_4h_Replicate
FAM102B,13,5,3,3,PIC_4h,PAM_2h
VCAM1,15,5,4,4,,
TIFA,13,4,4,3,PIC_6h,LPS_6h
5730508B09RIK,13,4,4,3,LPS_4h,PIC_6h
SEC24B,14,5,4,3,PIC_6h,
SGMS2,12,4,4,2,LPS_2h;PIC_2h,PIC_4h
INTS12,14,5,4,3,PIC_1h,
TET2,14,5,3,4,PAM_6h,
NFKB1,15,5,4,4,,
SLC16A10,11,3,3,3,LPS_6h;PIC_6h,PAM_6h;LPS_4h_Replicate
GBP5,12,3,4,3,PIC_6h,LPS_4h;LPS_4h_Replicate
GBP6,13,4,4,3,PIC_6h,LPS_6h
GBP3,12,3,4,3,LPS_6h;PIC_6h,LPS_2h
GBP2,12,4,3,3,PIC_6h,PAM_6h;LPS_4h_Replicate
GTF2B,14,5,4,3,PIC_6h,
LMO4,11,5,1,4,PAM_2h;PAM_6h;Unstimulated_Replicate,PAM_4h
MCOLN2,12,5,2,3,PAM_4h;PAM_6h,PIC_2h
IFI44,11,2,4,3,PIC_6h;LPS_4h_Replicate,LPS_4h;LPS_6h
DNAJB4,13,5,4,3,PIC_1h,Unstimulated_Replicate
PENK,13,3,4,4,LPS_4h_Replicate,LPS_4h
PLEKHF2,13,5,4,2,PIC_4h,PIC_6h
TMEM67,12,4,4,2,LPS_6h;PIC_6h,PIC_4h
OSGIN2,14,5,4,4,Unstimulated_Replicate,
CPNE3,13,3,4,4,LPS_6h,LPS_1h
PNRC1,13,5,4,2,PIC_2h;PIC_6h,
3110043O21RIK,15,5,4,4,,
DDX58,13,5,4,2,PIC_4h,PIC_6h
CD72,13,3,4,4,LPS_6h,LPS_4h_Replicate
AIM1,14,5,4,3,PIC_6h,
GLIPR2,14,4,4,4,LPS_4h_Replicate,
PRDM1,13,5,4,2,PIC_1h,PIC_2h
ALDH1B1,13,5,4,2,PIC_6h,PIC_1h
TDRD7,15,5,4,4,,
ASCC3,12,3,4,3,LPS_4h;LPS_6h,PIC_6h
PALM2,13,5,4,2,PIC_6h,PIC_4h
AKNA,14,4,4,4,LPS_6h,
TNFSF15,13,3,4,4,LPS_4h,LPS_4h_Replicate
TNFSF8,11,1,4,4,LPS_6h;LPS_4h_Replicate,LPS_2h;LPS_4h
ZDHHC21,11,4,3,3,PIC_6h;Unstimulated_Replicate,PAM_6h;LPS_4h_Replicate
TTC39B,13,4,4,4,Unstimulated_Replicate,LPS_1h
IFNB1,12,4,4,2,LPS_2h;PIC_4h,PIC_2h
MGAT4A,14,5,4,3,PIC_6h,
RANBP2,13,5,4,3,PIC_4h,Unstimulated_Replicate
PDE4B,13,5,4,3,PIC_2h,Unstimulated_Replicate
PPAP2B,12,2,4,4,LPS_4h;LPS_6h,LPS_2h
ANKRD57,12,4,4,3,LPS_2h;PIC_2h,Unstimulated
P4HA1,14,5,4,3,PIC_2h,
PRPF38A,15,5,4,4,,
PDZK1IP1,14,4,4,4,LPS_6h,
PRDX1,15,5,4,4,,
PLK3,15,5,4,4,,
INPP5B,12,4,4,2,PIC_6h;LPS_4h_Replicate,PIC_4h
EIF2C3,12,2,4,4,LPS_6h;LPS_4h_Replicate,LPS_4h
PHC2,13,5,4,3,Unstimulated;PIC_6h,
RNF19B,15,5,4,4,,
PPA1,14,5,4,3,PIC_6h,
MARCKSL1,12,4,3,3,PAM_2h;LPS_4h_Replicate,PIC_4h
FABP3,12,3,4,3,LPS_6h;PIC_6h,LPS_4h_Replicate
PTAFR,13,4,3,4,LPS_2h;PAM_2h,
XKR8,11,2,4,3,LPS_4h;PIC_6h,LPS_6h;LPS_4h_Replicate
BC013712,13,5,4,2,PIC_4h,PIC_6h
CLIC4,13,5,4,2,PIC_2h,PIC_6h
MITD1,13,5,3,3,PIC_6h,PAM_1h
SRGN,14,4,4,4,LPS_4h_Replicate,
UBR4,12,3,4,3,PIC_1h,LPS_4h;LPS_6h
PDPN,12,2,4,4,LPS_4h_Replicate,LPS_1h;LPS_6h
TNFRSF1B,13,4,3,4,LPS_2h;PAM_6h,
MTHFR,14,4,4,4,LPS_6h,
ISG15,13,4,4,3,PIC_1h,LPS_6h
PLEKHN1,13,4,3,4,LPS_6h;PAM_2h,
MKIAA1386,13,4,4,3,PIC_1h;LPS_4h_Replicate,
FGL2,12,4,4,2,PIC_6h;LPS_4h_Replicate,PIC_1h
NUB1,15,5,4,4,,
INSIG1,12,4,3,3,PIC_4h,LPS_1h;PAM_6h
DNAJB6,14,5,4,3,PIC_1h,
IL6,13,4,3,4,LPS_6h,PAM_6h
IFT172,14,4,4,4,LPS_2h,
FOSL2,13,4,4,3,LPS_1h;PIC_6h,
PPP1CB,15,5,4,4,,
CD38,11,4,2,3,PAM_6h;PIC_6h,LPS_6h;PAM_4h
LAP3,14,5,4,3,PIC_6h,
TBC1D1,14,5,4,3,PIC_6h,
KLF3,13,5,3,3,PAM_2h,PIC_2h
TLR1,12,3,3,4,LPS_6h;PAM_6h,LPS_4h
TLR6,12,5,2,3,PAM_6h;PIC_4h,PAM_4h
APBB2,12,4,2,4,LPS_6h;PAM_2h,PAM_6h
SGCB,12,3,3,4,LPS_6h;PAM_4h,LPS_4h
EGR2,13,4,3,4,LPS_1h,PAM_4h
DCK,14,4,4,4,LPS_6h,
ANKRD17,13,5,4,3,PIC_4h,Unstimulated_Replicate
CXCL3,12,4,2,4,PAM_4h;PAM_6h,LPS_6h
CXCL1,14,5,3,4,PAM_6h,
CXCL2,13,5,2,4,PAM_4h;PAM_6h,
ARID5B,13,4,4,3,LPS_2h,PIC_4h
U90926,13,3,4,4,LPS_4h_Replicate,LPS_4h
CXCL10,12,3,4,3,LPS_4h;PIC_6h,LPS_6h
NUP54,13,5,4,3,Unstimulated_Replicate,PIC_6h
CCNG2,13,4,4,3,LPS_4h;PIC_4h,
AK139487,12,5,4,2,PIC_1h;PIC_6h,Unstimulated_Replicate
RASGEF1B,12,3,4,3,LPS_1h;PIC_2h,LPS_2h
AFF1,13,5,3,4,Unstimulated_Replicate,PAM_1h
HSD17B11,13,4,4,3,LPS_4h_Replicate,PIC_1h
GBP9,13,3,4,4,LPS_2h,LPS_4h
GBP4,12,4,4,2,PIC_4h,PIC_6h;LPS_4h_Replicate
MPA2L,12,3,4,3,LPS_4h;PIC_6h,LPS_6h
LRRC8C,13,4,4,3,PIC_6h;LPS_4h_Replicate,
MFSD7,13,5,4,2,PIC_6h,PIC_2h
AK138792,13,4,4,3,PIC_6h,LPS_4h_Replicate
GOLGA3,12,3,3,4,LPS_6h;PAM_6h,LPS_4h_Replicate
OASL2,11,3,4,2,PIC_6h;LPS_4h_Replicate,LPS_6h;PIC_4h
OASL1,12,3,4,3,PIC_6h,LPS_4h;LPS_4h_Replicate
OAS2,13,5,4,2,PIC_6h,PIC_4h
OAS3,11,3,3,3,PAM_6h;LPS_4h_Replicate,LPS_6h;PIC_6h
OAS1G,13,4,3,4,PAM_6h,LPS_4h_Replicate
OAS1A,11,2,4,3,LPS_6h;LPS_4h_Replicate,LPS_4h;PIC_6h
TRAFD1,11,3,4,2,PIC_6h;LPS_4h_Replicate,LPS_6h;PIC_4h
NAA25,13,4,4,3,LPS_4h_Replicate,PIC_6h
RNF34,13,5,4,2,PIC_4h,PIC_6h
NIACR1,11,3,2,4,LPS_6h;PAM_4h,LPS_1h;PAM_6h
RILPL2,13,4,4,4,Unstimulated,LPS_2h
UBC,12,4,4,4,LPS_4h_Replicate,Unstimulated;Unstimulated_Replicate
RABGEF1,13,5,3,4,PAM_2h,Unstimulated_Replicate
SBDS,13,5,3,3,PAM_6h,PIC_2h
RASA4,13,4,3,4,LPS_2h,PAM_6h
ORAI2,13,5,4,2,PIC_2h,PIC_4h
PILRA,14,5,3,4,PAM_6h,
FAM20C,14,5,3,4,PAM_2h,
MAFK,15,5,4,4,,
USP12,13,4,4,3,LPS_4h;PIC_4h,
AK035387,12,3,4,3,LPS_4h;PIC_6h,LPS_4h_Replicate
SAMD9L,12,3,4,3,LPS_4h;LPS_6h,PIC_6h
GPR85,13,4,3,4,LPS_6h,PAM_4h
MDFIC,12,3,3,4,LPS_4h;LPS_6h,PAM_6h
CAV1,13,4,3,4,PAM_6h,LPS_4h_Replicate
MET,14,5,4,4,Unstimulated_Replicate,
ZFP800,15,5,4,4,,
2310016C08RIK,13,4,4,3,PIC_2h,LPS_1h
GM6644,15,5,4,4,,
TMEM140,14,5,4,3,PIC_1h,
MTPN,13,5,3,3,PIC_2h,PAM_2h
ZC3HAV1,13,4,4,3,PIC_6h,LPS_4h
HIPK2,12,5,4,2,PIC_4h;Unstimulated_Replicate,PIC_2h
PARP12,12,4,3,3,LPS_6h;PIC_6h,PAM_4h
JHDM1D,12,5,4,2,PIC_6h;Unstimulated_Replicate,PIC_2h
BRAF,13,5,4,3,PIC_4h,Unstimulated_Replicate
TRA2A,13,5,3,3,PAM_2h,PIC_6h
NPY,13,5,4,4,Unstimulated,Unstimulated_Replicate
OSBPL3,12,4,2,4,PAM_6h;LPS_4h_Replicate,PAM_4h
SNX10,13,5,4,3,PIC_4h,Unstimulated_Replicate
9430076C15RIK,13,5,4,3,Unstimulated_Replicate,PIC_1h
NOD1,12,4,4,2,PIC_4h;PIC_6h,LPS_4h
NT5C3,11,2,4,3,LPS_4h;LPS_6h,PIC_6h;LPS_4h_Replicate
PPM1K,11,3,4,2,PIC_6h;LPS_4h_Replicate,LPS_4h;PIC_4h
HERC6,13,3,4,4,LPS_4h_Replicate,LPS_4h
ICOSL,14,5,4,3,PIC_1h,
TNIP3,12,3,4,4,Unstimulated_Replicate,LPS_1h;LPS_2h
GNG12,14,5,3,4,PAM_6h,
IL12RB2,12,5,4,3,Unstimulated;Unstimulated_Replicate,PIC_4h
ST3GAL5,13,5,2,4,PAM_6h,PAM_4h
HK2,14,5,4,4,Unstimulated_Replicate,
MXD1,12,4,4,2,PIC_4h;PIC_6h,LPS_4h_Replicate
FRMD4B,13,5,3,3,PIC_2h,PAM_2h
MITF,13,4,4,4,Unstimulated_Replicate,LPS_2h
PPP4R2,15,5,4,4,,
CRBN,13,5,4,2,PIC_4h,PIC_6h
BHLHE40,13,4,4,3,LPS_1h,PIC_2h
MTMR14,15,5,4,4,,
IRAK-2,12,5,3,3,PIC_2h;Unstimulated_Replicate,PAM_2h
USP18,14,5,4,3,PIC_6h,
CLEC4D,14,5,4,3,PIC_6h,
CLEC4E,15,5,4,4,,
TAPBPL,12,4,4,2,PIC_6h;LPS_4h_Replicate,PIC_4h
CCND2,13,5,2,4,PAM_6h,PAM_4h
PARP11,13,5,3,3,PIC_6h,PAM_6h
BC035044,11,4,2,3,PAM_2h;LPS_4h_Replicate,PAM_4h;PIC_2h
CD69,11,3,4,2,LPS_4h;LPS_6h,PIC_4h;PIC_6h
OLR1,13,4,4,4,LPS_2h,Unstimulated_Replicate
KLRK1,14,5,4,3,PIC_2h,
DUSP16,14,4,4,4,LPS_4h_Replicate,
ETNK1,14,5,4,3,PIC_6h,
MED21,14,5,4,3,PIC_4h,
STK38L,13,4,4,4,Unstimulated_Replicate;LPS_4h_Replicate,
AMN1,15,5,4,4,,
2810474O19RIK,12,3,4,4,Unstimulated_Replicate;LPS_4h_Replicate,LPS_2h
TARM1,13,5,3,4,PAM_6h,Unstimulated
GADD45B,13,4,4,3,PIC_4h,LPS_2h
SEPW1,13,5,4,2,PIC_4h,PIC_6h
C5AR1,13,4,4,3,PIC_6h,LPS_6h
PVRL2,13,4,4,3,PIC_6h,LPS_4h
PVR,13,5,2,4,PAM_2h,PAM_4h
AK200837,15,5,4,4,,
PLAUR,13,4,4,4,LPS_4h_Replicate,Unstimulated_Replicate
SERTAD3,12,4,3,3,PAM_1h;PIC_1h,LPS_4h_Replicate
ZFP36,14,4,4,4,LPS_1h,
NFKBIB,13,4,3,4,PAM_4h;LPS_4h_Replicate,
NFKBID,11,3,3,3,LPS_2h;PAM_2h,LPS_1h;PIC_6h
TXNRD1,13,5,4,3,PIC_4h,Unstimulated_Replicate
1600014C10RIK,12,3,4,3,PIC_6h;LPS_4h_Replicate,LPS_6h
NUP62-IL4I1,14,4,4,4,LPS_4h_Replicate,
PPP1R15A,14,5,4,3,PIC_4h,
A230046K03RIK,14,4,4,4,LPS_4h,
SAA3,12,4,2,4,PAM_4h;PAM_6h,LPS_4h_Replicate
MEF2A,13,5,3,3,PIC_2h,PAM_2h
SLCO3A1,12,3,4,3,LPS_6h;PIC_6h,LPS_4h_Replicate
ISG20,11,3,3,3,PIC_6h;LPS_4h_Replicate,LPS_6h;PAM_6h
FAM108C,13,5,2,4,PAM_6h,PAM_1h
MKIAA0769,13,4,3,4,PAM_2h;LPS_4h_Replicate,
IL18BP,13,4,4,3,PIC_6h,LPS_4h_Replicate
PGAP2,13,5,4,2,PIC_4h,PIC_1h
TRIM34,13,5,4,3,Unstimulated_Replicate,PIC_6h
TRIM5,13,5,4,3,Unstimulated,PIC_4h
9230105E10RIK,13,4,4,3,LPS_6h,PIC_4h
TRIM30A,13,5,3,3,PIC_6h,PAM_1h
TRIM30D,13,5,4,2,PIC_6h,PIC_4h
GVIN1,13,5,4,2,PIC_4h,PIC_6h
GM8979,13,5,4,2,PIC_1h,PIC_6h
AK172683,12,3,4,3,LPS_2h,LPS_4h;PIC_6h
DENND5A,13,4,4,3,PIC_6h,LPS_6h
SWAP70,12,4,4,2,PIC_4h;LPS_4h_Replicate,PIC_6h
USP47,14,4,4,4,LPS_4h,
LYRM1,13,4,3,4,PAM_2h,LPS_2h
CLN3,12,4,3,3,LPS_2h;PAM_2h,PIC_6h
IL27,12,3,4,3,LPS_4h;PIC_4h,LPS_6h
NUPR1,12,4,2,4,LPS_2h;PAM_1h,PAM_4h
TMEM219,14,5,4,3,PIC_6h,
MCMBP,14,4,4,4,LPS_4h_Replicate,
PTPRE,14,5,3,4,PAM_6h,
MKI67,12,3,3,4,LPS_1h;LPS_2h,PAM_2h
IFITM3,14,4,4,4,LPS_4h_Replicate,
DRAM1,14,5,3,4,PAM_6h,
IRF7,12,3,4,3,LPS_6h;LPS_4h_Replicate,PIC_6h
SLC25A22,13,5,4,2,PIC_6h,PIC_4h
SPIC,11,4,3,3,LPS_2h;PAM_4h,Unstimulated;PIC_2h
PPFIA1,14,5,4,4,Unstimulated_Replicate,
RAB20,12,4,3,3,PAM_4h;LPS_4h_Replicate,PIC_1h
F10,15,5,4,4,,
TMCO3,12,3,4,3,LPS_6h;LPS_4h_Replicate,PIC_6h
PLAT,14,4,4,4,LPS_4h_Replicate,
AP3M2,13,4,4,3,PIC_6h;LPS_4h_Replicate,
WHSC1L1,13,4,4,3,PIC_6h;LPS_4h_Replicate,
MFLJ00294,14,5,4,3,PIC_2h,
AK052414,13,4,4,4,Unstimulated_Replicate,LPS_1h
MTMR7,15,5,4,4,,
SLC7A2,15,5,4,4,,
TLR3,14,4,4,4,LPS_6h,
ACSL1,14,5,3,4,PAM_6h,
CASP3,12,5,3,3,PAM_4h,Unstimulated;PIC_4h
DDX60,13,4,4,3,PIC_6h,LPS_6h
1810029B16RIK,13,4,4,3,PIC_2h,LPS_6h
TMCC3,15,5,4,4,,
